source,consumer_type,consumption_band,tax,iso2,period,metric_type,value,is_flagged
Eurostat,Non-household,TOT_KWH,I_TAX,AT,2019-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,AT,2020-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,AT,2020-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,AT,2021-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,AT,2021-S2,Electricity price (EUR per KWH),0.1544,
Eurostat,Non-household,TOT_KWH,I_TAX,AT,2022-S1,Electricity price (EUR per KWH),0.2058,
Eurostat,Non-household,TOT_KWH,I_TAX,AT,2022-S2,Electricity price (EUR per KWH),0.2386,
Eurostat,Non-household,TOT_KWH,I_TAX,AT,2023-S1,Electricity price (EUR per KWH),0.2734,
Eurostat,Non-household,TOT_KWH,I_TAX,AT,2023-S2,Electricity price (EUR per KWH),0.2622,
Eurostat,Non-household,TOT_KWH,I_TAX,AT,2024-S1,Electricity price (EUR per KWH),0.2092,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2007-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2008-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2008-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2009-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2009-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2010-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2010-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2011-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2011-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2012-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2012-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2013-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2013-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2014-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2014-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2015-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2015-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2016-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2016-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2017-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2017-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2018-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2018-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2019-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2019-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2020-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2020-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2021-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2021-S2,Electricity price (EUR per KWH),0.0904,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2022-S1,Electricity price (EUR per KWH),0.0961,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2022-S2,Electricity price (EUR per KWH),0.1102,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2023-S1,Electricity price (EUR per KWH),0.1116,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2023-S2,Electricity price (EUR per KWH),0.1122,
Eurostat,Non-household,TOT_KWH,I_TAX,BA,2024-S1,Electricity price (EUR per KWH),0.1162,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2007-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2008-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2008-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2009-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2009-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2010-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2010-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2011-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2011-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2012-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2012-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2013-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2013-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2014-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2014-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2015-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2015-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2016-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2016-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2017-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2017-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2018-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2018-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2019-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2019-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2020-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2020-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2021-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2021-S2,Electricity price (EUR per KWH),0.1643,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2022-S1,Electricity price (EUR per KWH),0.2238,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2022-S2,Electricity price (EUR per KWH),0.2817,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2023-S1,Electricity price (EUR per KWH),0.2466,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2023-S2,Electricity price (EUR per KWH),0.2168,
Eurostat,Non-household,TOT_KWH,I_TAX,BE,2024-S1,Electricity price (EUR per KWH),0.1773,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2007-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2008-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2008-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2009-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2009-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2010-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2010-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2011-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2011-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2012-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2012-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2013-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2013-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2014-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2014-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2015-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2015-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2016-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2016-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2017-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2017-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2018-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2018-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2019-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2019-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2020-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2020-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2021-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2021-S2,Electricity price (EUR per KWH),0.176,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2022-S1,Electricity price (EUR per KWH),0.1968,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2022-S2,Electricity price (EUR per KWH),0.2064,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2023-S1,Electricity price (EUR per KWH),0.1725,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2023-S2,Electricity price (EUR per KWH),0.1559,
Eurostat,Non-household,TOT_KWH,I_TAX,BG,2024-S1,Electricity price (EUR per KWH),0.1294,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2007-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2008-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2008-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2009-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2009-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2010-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2010-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2011-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2011-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2012-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2012-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2013-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2013-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2014-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2014-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2015-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2015-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2016-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2016-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2017-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2017-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2018-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2018-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2019-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2019-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2020-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2020-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2021-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2021-S2,Electricity price (EUR per KWH),0.2276,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2022-S1,Electricity price (EUR per KWH),0.2855,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2022-S2,Electricity price (EUR per KWH),0.3703,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2023-S1,Electricity price (EUR per KWH),0.3378,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2023-S2,Electricity price (EUR per KWH),0.3269,
Eurostat,Non-household,TOT_KWH,I_TAX,CY,2024-S1,Electricity price (EUR per KWH),0.279,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2007-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2008-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2008-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2009-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2009-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2010-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2010-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2011-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2011-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2012-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2012-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2013-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2013-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2014-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2014-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2015-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2015-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2016-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2016-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2017-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2017-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2018-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2018-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2019-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2019-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2020-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2020-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2021-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2021-S2,Electricity price (EUR per KWH),0.1253,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2022-S1,Electricity price (EUR per KWH),0.2174,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2022-S2,Electricity price (EUR per KWH),0.2385,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2023-S1,Electricity price (EUR per KWH),0.2536,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2023-S2,Electricity price (EUR per KWH),0.2335,
Eurostat,Non-household,TOT_KWH,I_TAX,CZ,2024-S1,Electricity price (EUR per KWH),0.2323,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2007-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2008-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2008-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2009-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2009-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2010-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2010-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2011-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2011-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2012-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2012-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2013-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2013-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2014-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2014-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2015-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2015-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2016-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2016-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2017-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2017-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2018-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2018-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2019-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2019-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2020-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2020-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2021-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2021-S2,Electricity price (EUR per KWH),0.2097,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2022-S1,Electricity price (EUR per KWH),0.2468,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2022-S2,Electricity price (EUR per KWH),0.258,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2023-S1,Electricity price (EUR per KWH),0.2599,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2023-S2,Electricity price (EUR per KWH),0.254,
Eurostat,Non-household,TOT_KWH,I_TAX,DE,2024-S1,Electricity price (EUR per KWH),0.2469,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2007-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2008-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2008-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2009-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2009-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2010-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2010-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2011-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2011-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2012-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2012-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2013-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2013-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2014-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2014-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2015-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2015-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2016-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2016-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2017-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2017-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2018-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2018-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2019-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2019-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2020-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2020-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2021-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2021-S2,Electricity price (EUR per KWH),0.3116,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2022-S1,Electricity price (EUR per KWH),0.3648,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2022-S2,Electricity price (EUR per KWH),0.4365,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2023-S1,Electricity price (EUR per KWH),0.1827,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2023-S2,Electricity price (EUR per KWH),0.2691,
Eurostat,Non-household,TOT_KWH,I_TAX,DK,2024-S1,Electricity price (EUR per KWH),0.2648,
Eurostat,Non-household,TOT_KWH,I_TAX,EA,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,EA,2007-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,EA,2008-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,EA,2008-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,EA,2009-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,EA,2009-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,EA,2010-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,EA,2010-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,EA,2011-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,EA,2011-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,EA,2012-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,EA,2012-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,EA,2013-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,EA,2013-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,EA,2014-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,EA,2014-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,EA,2015-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,EA,2015-S2,Electricity price (EUR per KWH),,
Eurostat,Non-household,TOT_KWH,I_TAX,EA,2016-S1,Electricity price (EUR per KWH),,
